predictor,  word,  occPerM
short,  and,  9
short,  film,  9
shorts,  and,  7
shot,  of,  15
shot,  at,  11
shot,  in,  9
shots,  of,  9
shots,  shots,  5
shots,  and,  5
should,  be,  414
should,  have,  149
should,  i,  98
shouldn't,  be,  28
shouldn't,  have,  18
should've,  been,  6
shout,  out,  179
shout,  to,  5
shoutout,  to,  50
show,  at,  50
show,  on,  46
show,  is,  42
showed,  up,  17
showed,  me,  9
shower,  and,  11
showing,  up,  12
showing,  the,  6
showing,  me,  6
shows,  up,  10
shows,  that,  9
shows,  in,  7
shut,  up,  68
shut,  the,  21
shut,  down,  16
sick,  of,  40
sick,  and,  16
sick,  i,  8
side,  of,  61
side,  and,  6
side,  i,  6
sides,  of,  7
sight,  of,  6
sign,  up,  53
sign,  of,  16
sign,  that,  10
signed,  up,  31
signed,  a,  6
signed,  with,  5
signing,  up,  8
signs,  of,  7
similar,  to,  17
simple,  as,  6
simple,  and,  5
since,  i,  81
since,  the,  40
since,  you,  19
sing,  it,  8
sing,  to,  6
sing,  along,  5
singing,  the,  7
singing,  in,  6
singing,  to,  5
single,  one,  8
single,  day,  8
single,  and,  7
sir,  i,  8
sister,  is,  11
sister,  and,  10
sister,  in,  5
sit,  down,  18
sit,  in,  17
sit,  on,  16
site,  is,  17
site,  for,  12
site,  and,  11
sitting,  in,  47
sitting,  on,  25
sitting,  here,  22
situation,  is,  5
six,  months,  6
size,  of,  15
skills,  are,  5
skinny,  jeans,  7
skip,  the,  5
sky,  is,  10
skype,  with,  5
sleep,  in,  24
sleep,  i,  16
sleep,  and,  14
sleeping,  in,  13
sleeping,  with,  8
sleeping,  on,  6
slept,  in,  7
slice,  of,  9
slow,  down,  15
small,  business,  15
small,  world,  12
small,  town,  6
smart,  and,  8
smart,  phone,  8
smart,  enough,  5
smarter,  than,  7
smell,  like,  22
smell,  of,  18
smell,  the,  7
smells,  like,  28
smh,  i,  9
smh,  lol,  7
smile,  on,  16
smile,  and,  12
smile,  is,  6
smith,  is,  6
smoke,  a,  6
smoke,  weed,  6
snow,  in,  10
snow,  and,  5
snow,  is,  5
so,  much,  810
so,  i,  472
so,  far,  232
soccer,  game,  9
soccer,  team,  5
social,  media,  173
social,  networking,  13
social,  network,  12
softball,  game,  5
sold,  out,  46
solution,  to,  6
solution,  for,  5
some,  of,  205
some,  people,  105
some,  great,  62
somebody,  that,  11
somebody,  else,  9
somebody,  to,  9
someday,  i,  5
someday,  you,  5
somehow,  i,  8
someone,  who,  68
someone,  to,  57
someone,  else,  56
something,  to,  77
something,  i,  37
something,  that,  36
sometime,  soon,  11
sometime,  this,  6
sometime,  in,  5
sometimes,  i,  77
sometimes,  you,  31
sometimes,  the,  17
somewhere,  in,  11
somewhere,  else,  7
son,  is,  11
son,  of,  11
son,  and,  6
song,  is,  27
song,  i,  19
song,  on,  16
songs,  on,  10
songs,  are,  9
songs,  and,  8
soo,  much,  17
soo,  good,  5
soon,  as,  59
soon,  to,  24
soon,  i,  20
sooner,  than,  7
sore,  from,  5
sorry,  i,  99
sorry,  for,  78
sorry,  to,  65
sort,  of,  49
sorts,  of,  9
soul,  to,  6
soul,  and,  5
sound,  like,  39
sound,  of,  24
sound,  good,  8
sounded,  like,  8
sounds,  like,  183
sounds,  good,  58
sounds,  great,  24
soup,  and,  6
source,  of,  14
source,  for,  6
south,  florida,  9
south,  beach,  8
south,  park,  8
space,  for,  9
space,  and,  6
space,  in,  6
speak,  to,  17
speak,  at,  10
speak,  for,  8
speaking,  of,  21
speaking,  at,  14
speaking,  to,  9
speaks,  to,  5
special,  thanks,  11
special,  guest,  10
special,  for,  8
speed,  of,  5
spell,  it,  7
spend,  the,  19
spend,  a,  13
spend,  time,  13
spending,  the,  17
spending,  time,  12
spending,  my,  6
spent,  the,  21
spent,  on,  8
spent,  a,  8
spirit,  of,  10
spoke,  to,  7
sponsor,  of,  5
sponsored,  by,  11
sports,  fan,  5
sports,  and,  5
spot,  on,  14
spot,  in,  10
spot,  for,  10
spread,  the,  60
spreading,  the,  26
spring,  break,  55
spring,  is,  11
spring,  training,  10
st,  louis,  20
st,  time,  20
st,  round,  11
stack,  of,  6
staff,  at,  5
stage,  at,  12
stage,  and,  6
stage,  with,  6
stand,  up,  29
stand,  for,  14
stand,  in,  9
standing,  in,  10
standing,  up,  8
standing,  on,  6
stands,  for,  9
stanley,  cup,  6
star,  in,  6
stare,  at,  10
staring,  at,  20
stars,  in,  6
stars,  and,  5
start,  a,  49
start,  the,  43
start,  to,  43
started,  to,  14
started,  a,  12
started,  with,  12
starting,  to,  87
starting,  at,  25
starting,  a,  20
starts,  at,  42
starts,  in,  14
starts,  with,  12
state,  of,  46
state,  fair,  9
state,  and,  8
station,  in,  5
station,  is,  5
stay,  tuned,  113
stay,  in,  50
stay,  up,  24
stayed,  up,  8
stayed,  in,  6
stayed,  home,  5
staying,  in,  14
staying,  up,  10
staying,  at,  9
stays,  in,  6
steal,  your,  5
step,  up,  17
step,  in,  12
step,  it,  8
stepped,  on,  5
steps,  to,  7
steve,  jobs,  27
stevie,  wonder,  5
stick,  to,  18
stick,  with,  10
stick,  around,  7
sticking,  to,  5
still,  have,  90
still,  in,  62
still,  a,  50
stock,  up,  5
stock,  market,  5
stoked,  to,  15
stoked,  for,  12
stole,  my,  12
stomach,  is,  5
stood,  up,  5
stop,  by,  124
stop,  in,  38
stop,  being,  24
stopped,  by,  11
stopping,  by,  17
stopping,  in,  6
store,  for,  15
store,  in,  10
store,  and,  9
stories,  about,  7
stories,  on,  5
stories,  and,  5
story,  of,  27
story,  on,  20
story,  about,  18
straight,  up,  16
straight,  to,  12
straight,  from,  5
strategy,  for,  5
stream,  of,  5
street,  and,  7
street,  is,  7
street,  from,  7
streets,  of,  8
strength,  to,  7
strength,  and,  5
strength,  of,  5
stressed,  out,  7
strip,  club,  7
strive,  to,  5
strong,  and,  9
strong,  enough,  6
stronger,  than,  6
struggling,  to,  5
struggling,  with,  5
stuck,  in,  57
stuck,  on,  10
stuck,  at,  7
students,  to,  14
students,  are,  13
students,  and,  10
studio,  with,  7
studio,  time,  6
studio,  in,  6
study,  for,  13
study,  hall,  5
study,  of,  5
studying,  for,  16
stuff,  to,  16
stuff,  i,  16
stuff,  is,  15
stupid,  and,  7
stupid,  people,  7
style,  of,  6
style,  and,  5
submit,  your,  6
subscribe,  to,  7
succeed,  in,  5
success,  is,  32
success,  in,  10
success,  of,  6
such,  a,  302
such,  an,  47
such,  as,  16
suck,  it,  16
suck,  at,  13
suck,  my,  10
sucker,  for,  6
sucks,  i,  11
sucks,  to,  7
sucks,  but,  6
suffer,  from,  5
suggest,  you,  6
suggestions,  for,  13
suggestions,  on,  8
summer,  is,  19
summer,  i,  10
summer,  and,  9
sun,  is,  21
sun,  and,  8
sunday,  night,  20
sunday,  morning,  14
sunday,  at,  14
sunny,  day,  12
sunny,  and,  7
sunshine,  and,  5
super,  bowl,  56
super,  excited,  29
super,  cute,  9
support,  the,  25
support,  of,  23
support,  for,  19
supporting,  the,  8
suppose,  to,  28
supposed,  to,  114
supreme,  court,  10
sure,  to,  141
sure,  you,  85
sure,  i,  69
surprise,  me,  7
surprised,  by,  7
surprised,  that,  7
surprised,  if,  6
surrounded,  by,  13
suspended,  for,  5
swag,  swag,  8
swear,  i,  23
swear,  to,  7
swear,  i'm,  5
sweet,  dreams,  21
sweet,  and,  14
sweet,  i,  10
swing,  by,  14
switch,  to,  10
switched,  to,  6
switching,  to,  5
system,  is,  8
system,  and,  5
system,  for,  5
t,  shirt,  5
table,  and,  6
table,  for,  5
table,  at,  5
taco,  bell,  21
taco,  tuesday,  5
tacos,  and,  5
tag,  this,  5
take,  a,  212
take,  it,  97
take,  the,  90
taken,  a,  8
taken,  care,  6
taken,  away,  6
takes,  a,  26
takes,  the,  14
takes,  to,  13
taking,  a,  57
taking,  the,  35
taking,  my,  17
talent,  and,  8
talent,  show,  6
talent,  is,  5
talented,  and,  7
talk,  to,  196
talk,  about,  146
talk,  with,  19
talked,  to,  37
talked,  about,  17
talkin,  bout,  13
talkin,  about,  11
talkin,  to,  9
talking,  about,  209
talking,  to,  94
talking,  bout,  14
talks,  about,  16
talks,  to,  9
tampa,  bay,  8
taste,  of,  17
taste,  like,  11
taste,  in,  7
tastes,  like,  8
taught,  me,  21
tea,  party,  11
tea,  and,  11
tea,  is,  5
teach,  me,  12
teach,  you,  9
teach,  them,  5
teacher,  is,  8
teachers,  are,  5
teaching,  a,  5
team,  is,  30
team,  in,  25
team,  and,  15
teams,  in,  7
teams,  are,  6
tear,  up,  6
tears,  of,  5
tebow,  is,  6
technology,  and,  7
technology,  is,  6
technology,  in,  5
tell,  me,  232
tell,  you,  122
tell,  us,  49
telling,  me,  36
telling,  you,  15
telling,  the,  7
tells,  me,  27
tells,  you,  14
temple,  run,  7
tempted,  to,  11
ten,  years,  7
ten,  minutes,  5
tend,  to,  25
tends,  to,  5
terms,  of,  13
test,  tomorrow,  7
test,  of,  6
test,  for,  6
texas,  family,  5
texas,  is,  5
texas,  and,  5
text,  me,  98
text,  you,  31
text,  back,  11
texted,  me,  10
texted,  you,  6
texting,  me,  9
texting,  you,  6
th,  birthday,  36
th,  and,  35
th,  at,  31
than,  the,  108
than,  a,  102
than,  i,  69
thank,  you,  1471
thank,  u,  80
thank,  god,  76
thankful,  for,  48
thankful,  to,  8
thankful,  that,  6
thanking,  god,  6
thanks,  for,  1919
thanks,  to,  302
thanks,  so,  141
thanksgiving,  everyone,  7
thanksgiving,  to,  7
thanx,  for,  13
that,  i,  527
that,  is,  439
that,  was,  345
thatawkwardmoment,  when,  11
that'd,  be,  14
that'll,  be,  5
thats,  what,  25
thats,  a,  22
thats,  why,  22
that's,  a,  143
that's,  what,  129
that's,  the,  93
the,  best,  849
the,  same,  582
the,  world,  476
theater,  in,  5
theatre,  in,  6
their,  own,  57
their,  new,  17
their,  lives,  13
them,  to,  97
them,  in,  53
them,  all,  42
theme,  song,  10
themselves,  and,  5
themselves,  to,  5
then,  i,  123
then,  you,  62
then,  the,  39
there,  is,  354
there,  are,  244
there,  was,  96
therefore,  i,  5
theres,  a,  15
theres,  no,  10
there's,  a,  128
there's,  no,  64
there's,  nothing,  24
these,  days,  84
these,  are,  25
these,  people,  25
they,  are,  363
they,  have,  151
they,  were,  123
they'll,  be,  14
they're,  not,  22
they're,  all,  16
they're,  just,  10
they've,  been,  8
they've,  got,  5
thing,  i,  78
thing,  to,  55
thing,  is,  44
things,  are,  70
things,  to,  56
things,  that,  53
thingsaboutme,  i,  10
think,  i,  247
think,  of,  146
think,  about,  121
thinkin,  bout,  5
thinking,  about,  129
thinking,  of,  76
thinking,  the,  15
thinks,  i'm,  8
thinks,  i,  6
thinks,  that,  6
third,  time,  5
thirsty,  thursday,  5
this,  is,  696
this,  weekend,  336
this,  week,  332
thnx,  for,  9
tho,  i,  15
tho,  lol,  9
those,  who,  128
those,  are,  38
those,  days,  23
though,  i,  59
though,  it,  13
though,  you,  13
thought,  i,  79
thought,  it,  73
thought,  you,  58
thoughts,  on,  28
thoughts,  and,  18
thoughts,  are,  7
thousands,  of,  18
threat,  to,  5
three,  days,  15
three,  times,  10
three,  of,  9
threw,  a,  7
threw,  up,  6
thrilled,  to,  15
through,  the,  114
through,  my,  29
through,  a,  27
throughout,  the,  18
throw,  a,  16
throw,  up,  11
throw,  it,  10
throwing,  a,  7
throwing,  up,  5
thru,  the,  15
thru,  my,  5
thru,  a,  5
thumbs,  up,  9
thunder,  and,  7
thursday,  night,  19
thursday,  at,  12
thursday,  and,  8
thus,  far,  12
thx,  for,  89
thx,  to,  13
thx,  rt,  7
ticket,  to,  15
ticket,  for,  12
tickets,  to,  54
tickets,  for,  40
tickets,  are,  14
tie,  it,  5
tied,  to,  6
tied,  at,  5
tied,  up,  5
til,  the,  16
til,  i,  15
til,  pm,  6
till,  the,  26
till,  i,  26
till,  you,  13
tim,  tebow,  14
time,  to,  486
time,  for,  238
time,  i,  186
timeline,  is,  6
times,  i,  18
times,  in,  17
times,  and,  17
tip,  of,  20
tip,  for,  7
tip,  if,  5
tips,  for,  13
tips,  on,  10
tips,  and,  6
tired,  of,  89
tired,  and,  15
tired,  but,  13
tis,  the,  8
title,  of,  6
tix,  to,  18
tix,  for,  11
to,  be,  2110
to,  the,  1982
to,  see,  1222
today,  is,  188
today,  i,  139
today,  and,  116
today's,  the,  8
todo,  list,  9
together,  and,  17
together,  for,  12
together,  a,  10
toilet,  paper,  9
told,  me,  120
told,  you,  46
told,  him,  17
tomorrow,  night,  72
tomorrow,  is,  55
tomorrow,  at,  51
ton,  of,  32
tonight,  at,  175
tonight,  i,  50
tonight,  and,  49
tonight's,  game,  6
tonight's,  show,  5
tonite,  at,  5
tons,  of,  43
too,  much,  204
too,  many,  92
too,  bad,  76
took,  a,  49
took,  the,  27
took,  me,  24
tool,  for,  8
tool,  to,  6
tools,  for,  7
tools,  to,  5
toothbrush,  express,  5
top,  of,  66
top,  ten,  7
top,  and,  5
topic,  of,  6
total,  of,  7
totally,  agree,  24
totally,  forgot,  7
totally,  worth,  7
touch,  with,  18
touch,  the,  7
touch,  my,  6
touches,  on,  7
tough,  to,  14
tough,  loss,  7
tough,  one,  5
tour,  of,  15
tour,  with,  8
tour,  in,  7
toward,  the,  7
towards,  the,  10
town,  for,  12
town,  and,  8
town,  hall,  6
toy,  story,  5
track,  of,  9
track,  meet,  6
track,  is,  5
trade,  for,  6
traffic,  is,  8
traffic,  on,  6
trailer,  for,  7
train,  to,  6
training,  for,  10
training,  in,  6
training,  is,  5
trapped,  in,  7
travel,  to,  8
traveling,  to,  5
treat,  you,  9
treat,  me,  9
treat,  yourself,  5
treated,  like,  5
treating,  you,  10
trending,  topic,  8
trending,  now,  5
tribute,  to,  11
tried,  to,  72
tried,  it,  10
tried,  the,  9
tries,  to,  17
trip,  to,  68
trip,  and,  6
trip,  with,  5
trips,  to,  6
trouble,  with,  9
true,  but,  23
true,  i,  23
true,  that,  20
truly,  a,  6
truly,  is,  5
trust,  me,  35
trust,  in,  9
trust,  you,  7
truth,  is,  18
truth,  rt,  8
truth,  and,  7
try,  to,  215
try,  and,  45
try,  it,  41
tryin,  to,  26
trying,  to,  503
trying,  out,  11
trying,  not,  11
tryna,  get,  13
tshirt,  contest,  5
tuesday,  night,  10
tuesday,  at,  7
tuesday,  is,  6
tune,  in,  54
tune,  into,  15
tuned,  for,  44
tuned,  in,  7
tuned,  to,  6
tuning,  in,  7
turkey,  day,  6
turn,  on,  23
turn,  out,  21
turn,  it,  18
turned,  out,  20
turned,  into,  16
turned,  on,  12
turning,  into,  9
turns,  out,  31
turns,  into,  6
tv,  show,  23
tv,  and,  14
tv,  shows,  8
tweet,  me,  75
tweet,  about,  39
tweet,  from,  23
tweeted,  me,  11
tweeted,  in,  8
tweeted,  about,  7
tweeting,  about,  23
tweeting,  from,  15
tweeting,  and,  8
tweets,  are,  24
tweets,  from,  17
tweets,  and,  16
twice,  as,  8
twice,  in,  8
twice,  a,  7
twitter,  is,  58
twitter,  and,  48
twitter,  account,  39
two,  weeks,  39
two,  days,  39
two,  of,  33
tx,  for,  6
txt,  me,  16
ty,  for,  17
type,  of,  56
type,  in,  5
types,  of,  17
u,  have,  95
u,  know,  80
u,  can,  76
ugh,  i,  36
ugh,  my,  6
ugh,  i'm,  6
ugly,  and,  5
uh,  oh,  24
uh,  i,  6
um,  i,  9
um,  no,  6
umm,  i,  6
unable,  to,  11
under,  the,  56
under,  my,  14
under,  a,  12
underestimate,  the,  6
understand,  why,  25
understand,  the,  25
understand,  how,  18
understanding,  of,  6
unfollow,  me,  11
unfollowed,  me,  5
unfortunately,  i,  8
unfortunately,  we,  5
united,  states,  20
universe,  is,  5
university,  of,  18
unless,  you,  33
unless,  you're,  9
unless,  i,  8
until,  the,  56
until,  i,  55
until,  you,  41
up,  to,  305
up,  with,  255
up,  for,  237
upcoming,  events,  5
update,  on,  9
update,  my,  6
updated,  on,  5
updates,  on,  14
updates,  from,  6
updates,  and,  6
upon,  a,  10
upon,  the,  8
upon,  us,  6
ups,  and,  8
ups,  to,  7
upset,  about,  6
upset,  that,  5
upside,  down,  8
ur,  a,  14
ur,  not,  14
ur,  so,  11
urge,  to,  15
us,  know,  107
us,  to,  95
us,  at,  82
usa,  today,  5
use,  the,  69
use,  it,  57
use,  to,  51
used,  to,  202
used,  the,  15
used,  in,  13
user,  experience,  5
uses,  the,  5
using,  the,  32
using,  a,  19
using,  it,  16
usually,  the,  5
vacation,  in,  5
vacation,  is,  5
valentines,  day,  30
valentine's,  day,  40
value,  of,  17
value,  in,  5
value,  to,  5
variety,  of,  10
vegas,  for,  7
vegas,  and,  6
vending,  machine,  5
verge,  of,  5
version,  of,  59
versions,  of,  6
very,  much,  65
very,  cool,  50
very,  good,  48
veterans,  day,  5
via,  twitter,  11
via,  the,  7
via,  email,  6
victim,  of,  5
victims,  of,  5
video,  of,  26
video,  for,  21
video,  is,  18
videos,  on,  10
videos,  of,  8
videos,  and,  8
view,  of,  12
views,  on,  7
violets,  are,  5
vision,  of,  5
visit,  us,  25
visit,  the,  17
visit,  to,  15
visiting,  the,  7
voice,  is,  19
voice,  of,  11
voice,  in,  8
vote,  for,  57
vote,  on,  10
vote,  in,  7
voted,  for,  19
voting,  for,  14
vs,  the,  14
w,  the,  51
w,  a,  42
w,  my,  25
waffle,  house,  5
wait,  to,  414
wait,  for,  225
wait,  till,  56
waitin,  for,  5
waiting,  for,  163
waiting,  to,  36
waiting,  on,  33
wake,  up,  133
wake,  me,  9
wakes,  up,  5
waking,  up,  52
waking,  me,  5
walk,  in,  24
walk,  to,  18
walk,  away,  16
walked,  in,  10
walked,  into,  9
walked,  by,  7
walking,  around,  15
walking,  dead,  13
walking,  in,  9
walks,  in,  6
wall,  street,  14
wanna,  go,  82
wanna,  be,  63
wanna,  see,  44
want,  to,  1125
want,  a,  130
want,  you,  61
wanted,  to,  171
wanted,  a,  11
wanted,  me,  6
wanting,  to,  33
wants,  to,  168
wants,  a,  18
wants,  me,  12
war,  on,  10
warm,  up,  11
warm,  and,  10
warm,  weather,  9
warming,  up,  6
warning,  for,  5
warped,  tour,  11
wars,  day,  6
was,  a,  504
was,  the,  244
was,  just,  149
wash,  my,  6
wasn't,  a,  15
wasn't,  the,  10
wasn't,  that,  9
waste,  of,  21
waste,  my,  5
waste,  your,  5
wat,  u,  11
wat,  i,  7
wat,  it,  5
watch,  the,  117
watch,  it,  59
watch,  out,  32
watched,  the,  35
watched,  it,  15
watched,  a,  13
watchin,  the,  6
watching,  the,  167
watching,  a,  37
watching,  it,  22
water,  and,  12
water,  is,  8
water,  in,  6
wats,  up,  10
way,  to,  480
way,  too,  79
way,  i,  58
ways,  to,  39
ways,  of,  7
we,  are,  692
we,  have,  442
we,  can,  352
wear,  a,  25
wear,  it,  12
wear,  my,  12
wearing,  a,  37
wearing,  my,  13
wearing,  the,  8
weather,  is,  35
weather,  in,  17
weather,  and,  10
web,  site,  17
web,  design,  7
web,  series,  5
website,  is,  15
website,  for,  13
website,  and,  11
we'd,  love,  34
we'd,  like,  8
we'd,  be,  8
wednesday,  at,  11
wednesday,  night,  9
wednesday,  and,  6
week,  and,  46
week,  of,  43
week,  i,  34
weekend,  and,  28
weekend,  is,  26
weekend,  in,  25
weeks,  ago,  24
weeks,  of,  18
weeks,  and,  11
weigh,  in,  5
weight,  loss,  13
weight,  and,  5
weird,  that,  13
weird,  to,  9
weird,  i,  8
welcome,  to,  165
welcome,  back,  33
welcome,  and,  14
well,  i,  127
well,  done,  42
well,  as,  38
we'll,  be,  92
we'll,  see,  43
we'll,  have,  37
wen,  i,  8
wen,  u,  7
went,  to,  157
went,  well,  21
went,  out,  19
were,  a,  48
were,  you,  42
were,  the,  39
we're,  going,  35
we're,  all,  28
we're,  not,  27
west,  coast,  25
west,  side,  9
west,  of,  5
we've,  got,  47
we've,  been,  26
we've,  had,  10
wewontwork,  if,  5
what,  you,  431
what,  i,  350
what,  a,  330
whatever,  you,  24
whatever,  it,  10
whatever,  i,  9
whats,  up,  38
whats,  the,  20
whats,  good,  15
what's,  up,  111
what's,  the,  96
what's,  your,  83
when,  i,  636
when,  you,  611
when,  the,  151
whenever,  i,  24
whenever,  you,  13
when's,  the,  6
where,  you,  118
where,  are,  99
where,  i,  91
where'd,  you,  6
where's,  the,  24
where's,  my,  13
where's,  your,  5
wherever,  you,  8
whether,  you,  13
whether,  or,  13
whether,  to,  8
which,  is,  97
which,  one,  33
which,  i,  24
while,  i,  59
while,  you,  30
while,  i'm,  22
white,  house,  17
white,  and,  12
white,  people,  12
whitney,  houston,  26
who,  is,  172
who,  are,  110
who,  you,  80
whole,  world,  16
whole,  time,  15
whole,  life,  14
who's,  going,  17
who's,  ready,  14
who's,  coming,  13
why,  do,  152
why,  i,  137
why,  is,  134
wide,  awake,  15
wide,  open,  9
wife,  and,  17
wife,  is,  12
wife,  to,  5
wild,  things,  6
will,  be,  1160
will,  you,  133
will,  have,  123
willing,  to,  52
willingness,  to,  5
win,  a,  67
win,  the,  56
win,  this,  24
window,  and,  6
windows,  down,  6
wine,  and,  19
wine,  is,  6
wine,  bar,  5
wings,  and,  7
winner,  of,  19
winner,  is,  7
winners,  of,  5
winning,  the,  20
winning,  a,  6
wins,  the,  15
wins,  a,  6
wins,  in,  5
winter,  is,  5
wisdom,  is,  6
wise,  man,  6
wise,  words,  6
wish,  i,  321
wish,  you,  76
wish,  me,  30
wishes,  to,  12
wishes,  for,  6
wishing,  you,  24
wishing,  i,  15
wishing,  everyone,  11
wit,  my,  20
wit,  me,  19
wit,  the,  14
with,  the,  838
with,  a,  618
with,  my,  460
within,  the,  22
within,  a,  9
within,  you,  5
without,  a,  44
without,  you,  31
without,  the,  29
woke,  up,  105
woke,  me,  7
woken,  up,  5
woman,  in,  12
woman,  who,  12
woman,  is,  10
women,  in,  20
women,  are,  16
women,  who,  14
women's,  day,  7
won,  the,  38
won,  a,  23
won,  in,  5
wonder,  if,  97
wonder,  what,  44
wonder,  how,  36
wonderful,  day,  26
wonderful,  weekend,  11
wonderful,  time,  11
wondering,  if,  35
wondering,  what,  14
wondering,  why,  13
wont,  be,  17
wont,  let,  6
won't,  be,  92
won't,  let,  19
won't,  have,  14
word,  of,  23
word,  for,  17
word,  about,  16
words,  of,  24
words,  to,  18
words,  and,  12
work,  on,  98
work,  with,  74
work,  for,  71
worked,  out,  14
worked,  on,  13
worked,  for,  10
workin,  on,  8
working,  on,  216
working,  with,  59
working,  out,  33
workout,  in,  7
workout,  with,  5
works,  for,  25
works,  out,  13
works,  in,  8
workshop,  on,  6
workshop,  at,  5
world,  is,  48
world,  of,  29
world,  to,  28
worn,  out,  5
worried,  about,  22
worries,  i,  5
worry,  about,  47
worry,  i,  8
worry,  bout,  5
worrying,  about,  8
worse,  than,  29
worst,  thing,  12
worst,  part,  8
worst,  day,  6
worth,  it,  74
worth,  the,  30
worth,  of,  16
worthy,  of,  6
would,  be,  506
would,  love,  199
would,  have,  172
wouldnt,  be,  5
wouldn't,  be,  38
wouldn't,  have,  22
wouldn't,  mind,  10
would've,  been,  10
wow,  i,  48
wow,  that,  25
wow,  what,  19
wrap,  up,  6
wrapped,  up,  9
wrapping,  up,  9
write,  a,  38
write,  about,  10
write,  it,  9
writing,  a,  25
writing,  about,  9
writing,  and,  8
written,  by,  8
written,  in,  5
wrong,  with,  61
wrong,  i,  10
wrong,  and,  10
wrote,  a,  13
wrote,  it,  6
wrote,  that,  5
wtf,  is,  19
wtf,  i,  8
wwwradiotagrcomwfuv,  to,  5
xbox,  live,  6
xd,  i,  5
y,  u,  16
y,  i,  8
y,  do,  6
ya,  know,  24
ya,  i,  15
ya,  but,  7
y'all,  are,  12
y'all,  have,  6
y'all,  know,  5
yard,  work,  5
yay,  for,  16
yay,  i,  15
yay,  i'm,  6
yea,  i,  48
yea,  i'm,  9
yea,  but,  8
yeah,  i,  154
yeah,  i'm,  35
yeah,  but,  28
year,  old,  81
year,  and,  35
year,  i,  34
years,  ago,  88
years,  of,  42
years,  old,  28
year's,  eve,  9
yell,  at,  7
yelled,  at,  10
yelling,  at,  10
yep,  i,  13
yep,  that,  5
yep,  it's,  5
yes,  i,  170
yes,  it,  57
yes,  we,  47
yesterday,  and,  21
yesterday,  i,  21
yesterday,  was,  16
yet,  but,  36
yet,  i,  29
yet,  to,  25
yo,  i,  10
yoga,  pants,  6
yoga,  class,  5
york,  city,  16
york,  times,  6
york,  and,  5
you,  are,  1034
you,  have,  856
you,  can,  715
you'd,  like,  25
you'd,  be,  19
you'd,  think,  11
you'll,  be,  65
you'll,  have,  23
you'll,  get,  21
young,  people,  10
young,  and,  9
young,  man,  9
younger,  than,  7
your,  favorite,  143
your,  life,  140
your,  own,  108
youre,  not,  7
youre,  a,  6
you're,  welcome,  110
you're,  not,  108
you're,  a,  107
yours,  is,  8
yours,  truly,  5
yours,  too,  5
yourself,  to,  19
yourself,  and,  18
yourself,  a,  14
youtube,  channel,  8
youtube,  videos,  8
youtube,  and,  6
you've,  got,  44
you've,  been,  41
you've,  never,  13
yr,  old,  35
yrs,  ago,  18
yrs,  old,  8
yrs,  of,  6
yum,  yum,  5
yup,  i,  10
